"","Nombre Comun","Entidad","Oficina","Origen","Min","Max","D2.n","Nombre_I","Nombre_II","Nombre_III","Key_I","Key_II","Key_III"
"35","ABULON SE","BAJA CALIFORNIA","ENSENADA","ACUACULTURA",2006,2013,5,"ACUACULTURA (Peso Vivo) de ABULON SE en ENSENADA","ACUACULTURA (Peso Desemb.) de ABULON SE en ENSENADA","Valor de ACUACULTURA de ABULON SE en ENSENADA","Peso; Vivo; Captura;;ABULON SE;ENSENADA","Peso; Desembarcado; Captura;;ABULON SE;ENSENADA","Valor; Ganancia; Captura;;ABULON SE;ENSENADA"
"36","ABULON SE","VERACRUZ","VERACRUZ","CAPTURA",2014,2014,1,"CAPTURA (Peso Vivo) de ABULON SE en VERACRUZ","CAPTURA (Peso Desemb.) de ABULON SE en VERACRUZ","Valor de CAPTURA de ABULON SE en VERACRUZ","Peso; Vivo; Captura;;ABULON SE;VERACRUZ","Peso; Desembarcado; Captura;;ABULON SE;VERACRUZ","Valor; Ganancia; Captura;;ABULON SE;VERACRUZ"
"37","ALGA EGRARIA","BAJA CALIFORNIA","SAN QUINTIN","CAPTURA",2014,2014,1,"CAPTURA (Peso Vivo) de ALGA EGRARIA en SAN QUINTIN","CAPTURA (Peso Desemb.) de ALGA EGRARIA en SAN QUINTIN","Valor de CAPTURA de ALGA EGRARIA en SAN QUINTIN","Peso; Vivo; Captura;;ALGA EGRARIA;SAN QUINTIN","Peso; Desembarcado; Captura;;ALGA EGRARIA;SAN QUINTIN","Valor; Ganancia; Captura;;ALGA EGRARIA;SAN QUINTIN"
"38","ALGA ESPIRULINA","BAJA CALIFORNIA","ENSENADA","ACUACULTURA",2013,2014,2,"ACUACULTURA (Peso Vivo) de ALGA ESPIRULINA en ENSENADA","ACUACULTURA (Peso Desemb.) de ALGA ESPIRULINA en ENSENADA","Valor de ACUACULTURA de ALGA ESPIRULINA en ENSENADA","Peso; Vivo; Captura;;ALGA ESPIRULINA;ENSENADA","Peso; Desembarcado; Captura;;ALGA ESPIRULINA;ENSENADA","Valor; Ganancia; Captura;;ALGA ESPIRULINA;ENSENADA"
"39","ALGA ESPIRULINA","BAJA CALIFORNIA","SAN QUINTIN","CAPTURA",2010,2010,1,"CAPTURA (Peso Vivo) de ALGA ESPIRULINA en SAN QUINTIN","CAPTURA (Peso Desemb.) de ALGA ESPIRULINA en SAN QUINTIN","Valor de CAPTURA de ALGA ESPIRULINA en SAN QUINTIN","Peso; Vivo; Captura;;ALGA ESPIRULINA;SAN QUINTIN","Peso; Desembarcado; Captura;;ALGA ESPIRULINA;SAN QUINTIN","Valor; Ganancia; Captura;;ALGA ESPIRULINA;SAN QUINTIN"
"40","ALGA ESPIRULINA","BAJA CALIFORNIA SUR","SANTA ROSALIA","CAPTURA",2011,2011,1,"CAPTURA (Peso Vivo) de ALGA ESPIRULINA en SANTA ROSALIA","CAPTURA (Peso Desemb.) de ALGA ESPIRULINA en SANTA ROSALIA","Valor de CAPTURA de ALGA ESPIRULINA en SANTA ROSALIA","Peso; Vivo; Captura;;ALGA ESPIRULINA;SANTA ROSALIA","Peso; Desembarcado; Captura;;ALGA ESPIRULINA;SANTA ROSALIA","Valor; Ganancia; Captura;;ALGA ESPIRULINA;SANTA ROSALIA"
"41","ALGA EUCHEMA","BAJA CALIFORNIA","SAN QUINTIN","CAPTURA",2014,2014,1,"CAPTURA (Peso Vivo) de ALGA EUCHEMA en SAN QUINTIN","CAPTURA (Peso Desemb.) de ALGA EUCHEMA en SAN QUINTIN","Valor de CAPTURA de ALGA EUCHEMA en SAN QUINTIN","Peso; Vivo; Captura;;ALGA EUCHEMA;SAN QUINTIN","Peso; Desembarcado; Captura;;ALGA EUCHEMA;SAN QUINTIN","Valor; Ganancia; Captura;;ALGA EUCHEMA;SAN QUINTIN"
"42","ALGA EUCHEMA","BAJA CALIFORNIA SUR","BAHIA TORTUGAS","CAPTURA",2012,2012,1,"CAPTURA (Peso Vivo) de ALGA EUCHEMA en BAHIA TORTUGAS","CAPTURA (Peso Desemb.) de ALGA EUCHEMA en BAHIA TORTUGAS","Valor de CAPTURA de ALGA EUCHEMA en BAHIA TORTUGAS","Peso; Vivo; Captura;;ALGA EUCHEMA;BAHIA TORTUGAS","Peso; Desembarcado; Captura;;ALGA EUCHEMA;BAHIA TORTUGAS","Valor; Ganancia; Captura;;ALGA EUCHEMA;BAHIA TORTUGAS"
"43","ALGA EUCHEMA","CAMPECHE","SEYBAPLAYA","CAPTURA",2014,2014,1,"CAPTURA (Peso Vivo) de ALGA EUCHEMA en SEYBAPLAYA","CAPTURA (Peso Desemb.) de ALGA EUCHEMA en SEYBAPLAYA","Valor de CAPTURA de ALGA EUCHEMA en SEYBAPLAYA","Peso; Vivo; Captura;;ALGA EUCHEMA;SEYBAPLAYA","Peso; Desembarcado; Captura;;ALGA EUCHEMA;SEYBAPLAYA","Valor; Ganancia; Captura;;ALGA EUCHEMA;SEYBAPLAYA"
"44","ALGA GELIDIUM","BAJA CALIFORNIA","EL ROSARIO","CAPTURA",2006,2013,6,"CAPTURA (Peso Vivo) de ALGA GELIDIUM en EL ROSARIO","CAPTURA (Peso Desemb.) de ALGA GELIDIUM en EL ROSARIO","Valor de CAPTURA de ALGA GELIDIUM en EL ROSARIO","Peso; Vivo; Captura;;ALGA GELIDIUM;EL ROSARIO","Peso; Desembarcado; Captura;;ALGA GELIDIUM;EL ROSARIO","Valor; Ganancia; Captura;;ALGA GELIDIUM;EL ROSARIO"
"45","ALGA GELIDIUM","BAJA CALIFORNIA","ENSENADA","CAPTURA",2006,2014,8,"CAPTURA (Peso Vivo) de ALGA GELIDIUM en ENSENADA","CAPTURA (Peso Desemb.) de ALGA GELIDIUM en ENSENADA","Valor de CAPTURA de ALGA GELIDIUM en ENSENADA","Peso; Vivo; Captura;;ALGA GELIDIUM;ENSENADA","Peso; Desembarcado; Captura;;ALGA GELIDIUM;ENSENADA","Valor; Ganancia; Captura;;ALGA GELIDIUM;ENSENADA"
"46","ALGA GELIDIUM","BAJA CALIFORNIA","ISLA CEDROS","CAPTURA",2006,2014,9,"CAPTURA (Peso Vivo) de ALGA GELIDIUM en ISLA CEDROS","CAPTURA (Peso Desemb.) de ALGA GELIDIUM en ISLA CEDROS","Valor de CAPTURA de ALGA GELIDIUM en ISLA CEDROS","Peso; Vivo; Captura;;ALGA GELIDIUM;ISLA CEDROS","Peso; Desembarcado; Captura;;ALGA GELIDIUM;ISLA CEDROS","Valor; Ganancia; Captura;;ALGA GELIDIUM;ISLA CEDROS"
"47","ALGA GELIDIUM","BAJA CALIFORNIA","MEXICALI","CAPTURA",2008,2008,1,"CAPTURA (Peso Vivo) de ALGA GELIDIUM en MEXICALI","CAPTURA (Peso Desemb.) de ALGA GELIDIUM en MEXICALI","Valor de CAPTURA de ALGA GELIDIUM en MEXICALI","Peso; Vivo; Captura;;ALGA GELIDIUM;MEXICALI","Peso; Desembarcado; Captura;;ALGA GELIDIUM;MEXICALI","Valor; Ganancia; Captura;;ALGA GELIDIUM;MEXICALI"
"48","ALGA GELIDIUM","BAJA CALIFORNIA","SAN FELIPE","CAPTURA",2008,2008,1,"CAPTURA (Peso Vivo) de ALGA GELIDIUM en SAN FELIPE","CAPTURA (Peso Desemb.) de ALGA GELIDIUM en SAN FELIPE","Valor de CAPTURA de ALGA GELIDIUM en SAN FELIPE","Peso; Vivo; Captura;;ALGA GELIDIUM;SAN FELIPE","Peso; Desembarcado; Captura;;ALGA GELIDIUM;SAN FELIPE","Valor; Ganancia; Captura;;ALGA GELIDIUM;SAN FELIPE"
"49","ALGA GELIDIUM","BAJA CALIFORNIA","SAN QUINTIN","CAPTURA",2008,2014,6,"CAPTURA (Peso Vivo) de ALGA GELIDIUM en SAN QUINTIN","CAPTURA (Peso Desemb.) de ALGA GELIDIUM en SAN QUINTIN","Valor de CAPTURA de ALGA GELIDIUM en SAN QUINTIN","Peso; Vivo; Captura;;ALGA GELIDIUM;SAN QUINTIN","Peso; Desembarcado; Captura;;ALGA GELIDIUM;SAN QUINTIN","Valor; Ganancia; Captura;;ALGA GELIDIUM;SAN QUINTIN"
"50","ALGA GELIDIUM","BAJA CALIFORNIA","VILLA DE JESUS MARIA","CAPTURA",2008,2008,1,"CAPTURA (Peso Vivo) de ALGA GELIDIUM en VILLA DE JESUS MARIA","CAPTURA (Peso Desemb.) de ALGA GELIDIUM en VILLA DE JESUS MARIA","Valor de CAPTURA de ALGA GELIDIUM en VILLA DE JESUS MARIA","Peso; Vivo; Captura;;ALGA GELIDIUM;VILLA DE JESUS MARIA","Peso; Desembarcado; Captura;;ALGA GELIDIUM;VILLA DE JESUS MARIA","Valor; Ganancia; Captura;;ALGA GELIDIUM;VILLA DE JESUS MARIA"
"51","ALGA GELIDIUM","BAJA CALIFORNIA SUR","BAHIA ASUNCION","CAPTURA",2006,2014,9,"CAPTURA (Peso Vivo) de ALGA GELIDIUM en BAHIA ASUNCION","CAPTURA (Peso Desemb.) de ALGA GELIDIUM en BAHIA ASUNCION","Valor de CAPTURA de ALGA GELIDIUM en BAHIA ASUNCION","Peso; Vivo; Captura;;ALGA GELIDIUM;BAHIA ASUNCION","Peso; Desembarcado; Captura;;ALGA GELIDIUM;BAHIA ASUNCION","Valor; Ganancia; Captura;;ALGA GELIDIUM;BAHIA ASUNCION"
"52","ALGA GELIDIUM","BAJA CALIFORNIA SUR","BAHIA TORTUGAS","CAPTURA",2006,2014,8,"CAPTURA (Peso Vivo) de ALGA GELIDIUM en BAHIA TORTUGAS","CAPTURA (Peso Desemb.) de ALGA GELIDIUM en BAHIA TORTUGAS","Valor de CAPTURA de ALGA GELIDIUM en BAHIA TORTUGAS","Peso; Vivo; Captura;;ALGA GELIDIUM;BAHIA TORTUGAS","Peso; Desembarcado; Captura;;ALGA GELIDIUM;BAHIA TORTUGAS","Valor; Ganancia; Captura;;ALGA GELIDIUM;BAHIA TORTUGAS"
"53","ALGA GELIDIUM","BAJA CALIFORNIA SUR","SAN CARLOS","CAPTURA",2008,2008,1,"CAPTURA (Peso Vivo) de ALGA GELIDIUM en SAN CARLOS","CAPTURA (Peso Desemb.) de ALGA GELIDIUM en SAN CARLOS","Valor de CAPTURA de ALGA GELIDIUM en SAN CARLOS","Peso; Vivo; Captura;;ALGA GELIDIUM;SAN CARLOS","Peso; Desembarcado; Captura;;ALGA GELIDIUM;SAN CARLOS","Valor; Ganancia; Captura;;ALGA GELIDIUM;SAN CARLOS"
"54","ALGA GELIDIUM","BAJA CALIFORNIA SUR","SANTA ROSALIA","CAPTURA",2008,2008,1,"CAPTURA (Peso Vivo) de ALGA GELIDIUM en SANTA ROSALIA","CAPTURA (Peso Desemb.) de ALGA GELIDIUM en SANTA ROSALIA","Valor de CAPTURA de ALGA GELIDIUM en SANTA ROSALIA","Peso; Vivo; Captura;;ALGA GELIDIUM;SANTA ROSALIA","Peso; Desembarcado; Captura;;ALGA GELIDIUM;SANTA ROSALIA","Valor; Ganancia; Captura;;ALGA GELIDIUM;SANTA ROSALIA"
"55","ALGA GIGARTINA","BAJA CALIFORNIA","EL ROSARIO","CAPTURA",2008,2013,6,"CAPTURA (Peso Vivo) de ALGA GIGARTINA en EL ROSARIO","CAPTURA (Peso Desemb.) de ALGA GIGARTINA en EL ROSARIO","Valor de CAPTURA de ALGA GIGARTINA en EL ROSARIO","Peso; Vivo; Captura;;ALGA GIGARTINA;EL ROSARIO","Peso; Desembarcado; Captura;;ALGA GIGARTINA;EL ROSARIO","Valor; Ganancia; Captura;;ALGA GIGARTINA;EL ROSARIO"
"56","ALGA GIGARTINA","BAJA CALIFORNIA","ENSENADA","CAPTURA",2014,2014,1,"CAPTURA (Peso Vivo) de ALGA GIGARTINA en ENSENADA","CAPTURA (Peso Desemb.) de ALGA GIGARTINA en ENSENADA","Valor de CAPTURA de ALGA GIGARTINA en ENSENADA","Peso; Vivo; Captura;;ALGA GIGARTINA;ENSENADA","Peso; Desembarcado; Captura;;ALGA GIGARTINA;ENSENADA","Valor; Ganancia; Captura;;ALGA GIGARTINA;ENSENADA"
"57","ALGA GIGARTINA","BAJA CALIFORNIA","SAN FELIPE","CAPTURA",2014,2014,1,"CAPTURA (Peso Vivo) de ALGA GIGARTINA en SAN FELIPE","CAPTURA (Peso Desemb.) de ALGA GIGARTINA en SAN FELIPE","Valor de CAPTURA de ALGA GIGARTINA en SAN FELIPE","Peso; Vivo; Captura;;ALGA GIGARTINA;SAN FELIPE","Peso; Desembarcado; Captura;;ALGA GIGARTINA;SAN FELIPE","Valor; Ganancia; Captura;;ALGA GIGARTINA;SAN FELIPE"
"58","ALGA GIGARTINA","BAJA CALIFORNIA","SAN QUINTIN","CAPTURA",2006,2014,8,"CAPTURA (Peso Vivo) de ALGA GIGARTINA en SAN QUINTIN","CAPTURA (Peso Desemb.) de ALGA GIGARTINA en SAN QUINTIN","Valor de CAPTURA de ALGA GIGARTINA en SAN QUINTIN","Peso; Vivo; Captura;;ALGA GIGARTINA;SAN QUINTIN","Peso; Desembarcado; Captura;;ALGA GIGARTINA;SAN QUINTIN","Valor; Ganancia; Captura;;ALGA GIGARTINA;SAN QUINTIN"
"59","ALGA GIGARTINA","BAJA CALIFORNIA","VILLA DE JESUS MARIA","CAPTURA",2008,2008,1,"CAPTURA (Peso Vivo) de ALGA GIGARTINA en VILLA DE JESUS MARIA","CAPTURA (Peso Desemb.) de ALGA GIGARTINA en VILLA DE JESUS MARIA","Valor de CAPTURA de ALGA GIGARTINA en VILLA DE JESUS MARIA","Peso; Vivo; Captura;;ALGA GIGARTINA;VILLA DE JESUS MARIA","Peso; Desembarcado; Captura;;ALGA GIGARTINA;VILLA DE JESUS MARIA","Valor; Ganancia; Captura;;ALGA GIGARTINA;VILLA DE JESUS MARIA"
"60","ALGA GIGARTINA","VERACRUZ","ALVARADO","CAPTURA",2014,2014,1,"CAPTURA (Peso Vivo) de ALGA GIGARTINA en ALVARADO","CAPTURA (Peso Desemb.) de ALGA GIGARTINA en ALVARADO","Valor de CAPTURA de ALGA GIGARTINA en ALVARADO","Peso; Vivo; Captura;;ALGA GIGARTINA;ALVARADO","Peso; Desembarcado; Captura;;ALGA GIGARTINA;ALVARADO","Valor; Ganancia; Captura;;ALGA GIGARTINA;ALVARADO"
"61","ALGA LECHUGUILLA","BAJA CALIFORNIA SUR","PUNTA ABREOJOS","CAPTURA",2012,2012,1,"CAPTURA (Peso Vivo) de ALGA LECHUGUILLA en PUNTA ABREOJOS","CAPTURA (Peso Desemb.) de ALGA LECHUGUILLA en PUNTA ABREOJOS","Valor de CAPTURA de ALGA LECHUGUILLA en PUNTA ABREOJOS","Peso; Vivo; Captura;;ALGA LECHUGUILLA;PUNTA ABREOJOS","Peso; Desembarcado; Captura;;ALGA LECHUGUILLA;PUNTA ABREOJOS","Valor; Ganancia; Captura;;ALGA LECHUGUILLA;PUNTA ABREOJOS"
"62","ALGA PARDA","BAJA CALIFORNIA","EL ROSARIO","CAPTURA",2013,2013,1,"CAPTURA (Peso Vivo) de ALGA PARDA en EL ROSARIO","CAPTURA (Peso Desemb.) de ALGA PARDA en EL ROSARIO","Valor de CAPTURA de ALGA PARDA en EL ROSARIO","Peso; Vivo; Captura;;ALGA PARDA;EL ROSARIO","Peso; Desembarcado; Captura;;ALGA PARDA;EL ROSARIO","Valor; Ganancia; Captura;;ALGA PARDA;EL ROSARIO"
"63","ALGA PARDA","BAJA CALIFORNIA","ENSENADA","CAPTURA",2013,2014,2,"CAPTURA (Peso Vivo) de ALGA PARDA en ENSENADA","CAPTURA (Peso Desemb.) de ALGA PARDA en ENSENADA","Valor de CAPTURA de ALGA PARDA en ENSENADA","Peso; Vivo; Captura;;ALGA PARDA;ENSENADA","Peso; Desembarcado; Captura;;ALGA PARDA;ENSENADA","Valor; Ganancia; Captura;;ALGA PARDA;ENSENADA"
"64","ALGA SE","BAJA CALIFORNIA","BAHIA DE LOS ANGELES","CAPTURA",2009,2014,2,"CAPTURA (Peso Vivo) de ALGA SE en BAHIA DE LOS ANGELES","CAPTURA (Peso Desemb.) de ALGA SE en BAHIA DE LOS ANGELES","Valor de CAPTURA de ALGA SE en BAHIA DE LOS ANGELES","Peso; Vivo; Captura;;ALGA SE;BAHIA DE LOS ANGELES","Peso; Desembarcado; Captura;;ALGA SE;BAHIA DE LOS ANGELES","Valor; Ganancia; Captura;;ALGA SE;BAHIA DE LOS ANGELES"
"65","ALGA SE","BAJA CALIFORNIA","EL ROSARIO","CAPTURA",2006,2014,3,"CAPTURA (Peso Vivo) de ALGA SE en EL ROSARIO","CAPTURA (Peso Desemb.) de ALGA SE en EL ROSARIO","Valor de CAPTURA de ALGA SE en EL ROSARIO","Peso; Vivo; Captura;;ALGA SE;EL ROSARIO","Peso; Desembarcado; Captura;;ALGA SE;EL ROSARIO","Valor; Ganancia; Captura;;ALGA SE;EL ROSARIO"
"66","ALGA SE","BAJA CALIFORNIA","ENSENADA","CAPTURA",2008,2014,4,"CAPTURA (Peso Vivo) de ALGA SE en ENSENADA","CAPTURA (Peso Desemb.) de ALGA SE en ENSENADA","Valor de CAPTURA de ALGA SE en ENSENADA","Peso; Vivo; Captura;;ALGA SE;ENSENADA","Peso; Desembarcado; Captura;;ALGA SE;ENSENADA","Valor; Ganancia; Captura;;ALGA SE;ENSENADA"
"67","ALGA SE","BAJA CALIFORNIA","ISLA CEDROS","CAPTURA",2007,2008,2,"CAPTURA (Peso Vivo) de ALGA SE en ISLA CEDROS","CAPTURA (Peso Desemb.) de ALGA SE en ISLA CEDROS","Valor de CAPTURA de ALGA SE en ISLA CEDROS","Peso; Vivo; Captura;;ALGA SE;ISLA CEDROS","Peso; Desembarcado; Captura;;ALGA SE;ISLA CEDROS","Valor; Ganancia; Captura;;ALGA SE;ISLA CEDROS"
"68","ALGA SE","BAJA CALIFORNIA","SAN QUINTIN","CAPTURA",2009,2014,4,"CAPTURA (Peso Vivo) de ALGA SE en SAN QUINTIN","CAPTURA (Peso Desemb.) de ALGA SE en SAN QUINTIN","Valor de CAPTURA de ALGA SE en SAN QUINTIN","Peso; Vivo; Captura;;ALGA SE;SAN QUINTIN","Peso; Desembarcado; Captura;;ALGA SE;SAN QUINTIN","Valor; Ganancia; Captura;;ALGA SE;SAN QUINTIN"
"69","ALGA SE","BAJA CALIFORNIA","VILLA DE JESUS MARIA","CAPTURA",2008,2008,1,"CAPTURA (Peso Vivo) de ALGA SE en VILLA DE JESUS MARIA","CAPTURA (Peso Desemb.) de ALGA SE en VILLA DE JESUS MARIA","Valor de CAPTURA de ALGA SE en VILLA DE JESUS MARIA","Peso; Vivo; Captura;;ALGA SE;VILLA DE JESUS MARIA","Peso; Desembarcado; Captura;;ALGA SE;VILLA DE JESUS MARIA","Valor; Ganancia; Captura;;ALGA SE;VILLA DE JESUS MARIA"
